Datetime,Real_Energy_Demand_MW
2018-01-01 00:00:00,10148.17
2018-01-01 00:30:00,9810.77
2018-01-01 01:00:00,9390.056
2018-01-01 01:30:00,8404.946
2018-01-01 02:00:00,7515.624
2018-01-01 02:30:00,6905.392
2018-01-01 03:00:00,6405.536
2018-01-01 03:30:00,6138.948
2018-01-01 04:00:00,5889.02
2018-01-01 04:30:00,5968.162
2018-01-01 05:00:00,6365.9580000000005
2018-01-01 05:30:00,6974.118
2018-01-01 06:00:00,8182.094
2018-01-01 06:30:00,9465.04
2018-01-01 07:00:00,9631.653999999999
2018-01-01 07:30:00,10470.996
2018-01-01 08:00:00,10835.472000000002
2018-01-01 08:30:00,10906.284
2018-01-01 09:00:00,11456.12
2018-01-01 09:30:00,11649.81
2018-01-01 10:00:00,11489.439999999999
2018-01-01 10:30:00,11235.34
2018-01-01 11:00:00,11195.776
2018-01-01 11:30:00,11193.69
2018-01-01 12:00:00,11074.984
2018-01-01 12:30:00,10970.838
2018-01-01 13:00:00,10993.756000000001
2018-01-01 13:30:00,10883.366
2018-01-01 14:00:00,10856.29
2018-01-01 14:30:00,10679.26
2018-01-01 15:00:00,10535.55
2018-01-01 15:30:00,10693.848
2018-01-01 16:00:00,10789.65
2018-01-01 16:30:00,11043.736
2018-01-01 17:00:00,11741.44
2018-01-01 17:30:00,12572.452000000001
2018-01-01 18:00:00,12226.722
2018-01-01 18:30:00,11656.054
2018-01-01 19:00:00,10958.35
2018-01-01 19:30:00,10589.702
2018-01-01 20:00:00,10248.144
2018-01-01 20:30:00,9771.206
2018-01-01 21:00:00,9163.045999999998
2018-01-01 21:30:00,8840.22
2018-01-01 22:00:00,9667.06
2018-01-01 22:30:00,10004.46
2018-01-01 23:00:00,10233.556
2018-01-01 23:30:00,10173.16
2018-01-02 00:00:00,10200.236
2018-01-02 00:30:00,9752.46
2018-01-02 01:00:00,9304.67
2018-01-02 01:30:00,8434.094000000001
2018-01-02 02:00:00,7611.4259999999995
2018-01-02 02:30:00,6997.022000000001
2018-01-02 03:00:00,6503.424
2018-01-02 03:30:00,6126.446
2018-01-02 04:00:00,5939.0
2018-01-02 04:30:00,5988.994000000001
2018-01-02 05:00:00,6403.45
2018-01-02 05:30:00,7003.266
2018-01-02 06:00:00,8234.16
2018-01-02 06:30:00,9502.532
2018-01-02 07:00:00,9537.938
2018-01-02 07:30:00,10391.854
2018-01-02 08:00:00,10825.056
2018-01-02 08:30:00,10845.874
2018-01-02 09:00:00,11404.04
2018-01-02 09:30:00,11466.522
2018-01-02 10:00:00,11279.09
2018-01-02 10:30:00,11035.405999999999
2018-01-02 11:00:00,10885.452
2018-01-02 11:30:00,10816.725999999999
2018-01-02 12:00:00,10725.081999999999
2018-01-02 12:30:00,10683.432
2018-01-02 13:00:00,10683.432
2018-01-02 13:30:00,10595.96
2018-01-02 14:00:00,10468.91
2018-01-02 14:30:00,10235.642
2018-01-02 15:00:00,10193.992
2018-01-02 15:30:00,10310.626
2018-01-02 16:00:00,10383.51
2018-01-02 16:30:00,10785.478
2018-01-02 17:00:00,11472.779999999999
2018-01-02 17:30:00,12457.904
2018-01-02 18:00:00,12218.392
2018-01-02 18:30:00,11739.367999999999
2018-01-02 19:00:00,11152.04
2018-01-02 19:30:00,10720.91
2018-01-02 20:00:00,10331.444
2018-01-02 20:30:00,10041.952000000001
2018-01-02 21:00:00,9398.4
2018-01-02 21:30:00,8904.788
2018-01-02 22:00:00,9727.456
2018-01-02 22:30:00,10091.932
2018-01-02 23:00:00,10389.768
2018-01-02 23:30:00,10298.124
2018-01-03 00:00:00,10275.220000000001
2018-01-03 00:30:00,10012.79
2018-01-03 01:00:00,9590.004
2018-01-03 01:30:00,8640.286
2018-01-03 02:00:00,7805.116
2018-01-03 02:30:00,7194.884
2018-01-03 03:00:00,6570.064
2018-01-03 03:30:00,6274.3279999999995
2018-01-03 04:00:00,6122.2880000000005
2018-01-03 04:30:00,6068.136
2018-01-03 05:00:00,6440.942
2018-01-03 05:30:00,7036.6
2018-01-03 06:00:00,8302.885999999999
2018-01-03 06:30:00,9648.314
2018-01-03 07:00:00,9708.724
2018-01-03 07:30:00,10516.804
2018-01-03 08:00:00,10870.878
2018-01-03 08:30:00,10910.442
2018-01-03 09:00:00,11277.004
2018-01-03 09:30:00,11445.704
2018-01-03 10:00:00,11293.664
2018-01-03 10:30:00,10872.95
2018-01-03 11:00:00,10966.68
2018-01-03 11:30:00,10866.706
2018-01-03 12:00:00,10760.488000000001
2018-01-03 12:30:00,10660.514
2018-01-03 13:00:00,10641.768
2018-01-03 13:30:00,10535.55
2018-01-03 14:00:00,10423.088
2018-01-03 14:30:00,10254.387999999999
2018-01-03 15:00:00,10154.414
2018-01-03 15:30:00,10193.992
2018-01-03 16:00:00,10306.454
2018-01-03 16:30:00,10552.21
2018-01-03 17:00:00,11147.867999999999
2018-01-03 17:30:00,12289.204
2018-01-03 18:00:00,12187.144
2018-01-03 18:30:00,11812.252
2018-01-03 19:00:00,11287.420000000002
2018-01-03 19:30:00,10908.356
2018-01-03 20:00:00,10633.438
2018-01-03 20:30:00,10350.19
2018-01-03 21:00:00,9704.552
2018-01-03 21:30:00,9196.366
2018-01-03 22:00:00,9912.83
2018-01-03 22:30:00,10196.078
2018-01-03 23:00:00,10493.9
2018-01-03 23:30:00,10468.91
2018-01-04 00:00:00,10437.662
2018-01-04 00:30:00,10083.601999999999
2018-01-04 01:00:00,9537.938
2018-01-04 01:30:00,8590.306
2018-01-04 02:00:00,7825.948
2018-01-04 02:30:00,7251.122
2018-01-04 03:00:00,6622.129999999999
2018-01-04 03:30:00,6299.317999999999
2018-01-04 04:00:00,6161.852
2018-01-04 04:30:00,6234.75
2018-01-04 05:00:00,6561.734
2018-01-04 05:30:00,7176.138000000001
2018-01-04 06:00:00,8398.688
2018-01-04 06:30:00,9621.238000000001
2018-01-04 07:00:00,9681.648000000001
2018-01-04 07:30:00,10408.514
2018-01-04 08:00:00,10954.178
2018-01-04 08:30:00,11008.33
2018-01-04 09:00:00,11589.414
2018-01-04 09:30:00,11712.292
2018-01-04 10:00:00,11493.598
2018-01-04 10:30:00,11233.268
2018-01-04 11:00:00,11066.64
2018-01-04 11:30:00,10937.518
2018-01-04 12:00:00,10793.808
2018-01-04 12:30:00,10756.316
2018-01-04 13:00:00,10627.194
2018-01-04 13:30:00,10554.296
2018-01-04 14:00:00,10462.666000000001
2018-01-04 14:30:00,10393.926
2018-01-04 15:00:00,10152.342
2018-01-04 15:30:00,10137.754
2018-01-04 16:00:00,10183.576000000001
2018-01-04 16:30:00,10423.088
2018-01-04 17:00:00,10993.756000000001
2018-01-04 17:30:00,11691.460000000001
2018-01-04 18:00:00,11472.779999999999
2018-01-04 18:30:00,11077.056
2018-01-04 19:00:00,10416.844000000001
2018-01-04 19:30:00,10012.79
2018-01-04 20:00:00,9587.918000000001
2018-01-04 20:30:00,9271.35
2018-01-04 21:00:00,8929.778
2018-01-04 21:30:00,8329.962
2018-01-04 22:00:00,9340.076000000001
2018-01-04 22:30:00,9725.384
2018-01-04 23:00:00,10139.84
2018-01-04 23:30:00,10096.104
2018-01-05 00:00:00,10116.936
2018-01-05 00:30:00,9704.552
2018-01-05 01:00:00,9156.802
2018-01-05 01:30:00,8263.308
2018-01-05 02:00:00,7448.969999999999
2018-01-05 02:30:00,6755.424
2018-01-05 03:00:00,6136.862
2018-01-05 03:30:00,5782.802
2018-01-05 04:00:00,5551.62
2018-01-05 04:30:00,5422.498
2018-01-05 05:00:00,5474.564
2018-01-05 05:30:00,5689.086
2018-01-05 06:00:00,6097.298
2018-01-05 06:30:00,6476.348
2018-01-05 07:00:00,6997.022000000001
2018-01-05 07:30:00,8007.1359999999995
2018-01-05 08:00:00,8819.402
2018-01-05 08:30:00,9402.558
2018-01-05 09:00:00,9929.49
2018-01-05 09:30:00,10000.302
2018-01-05 10:00:00,9837.846
2018-01-05 10:30:00,9644.155999999999
2018-01-05 11:00:00,9356.736
2018-01-05 11:30:00,9194.294
2018-01-05 12:00:00,8963.112000000001
2018-01-05 12:30:00,8719.428
2018-01-05 13:00:00,8561.144
2018-01-05 13:30:00,8392.444
2018-01-05 14:00:00,8150.8460000000005
2018-01-05 14:30:00,8021.724
2018-01-05 15:00:00,7984.232
2018-01-05 15:30:00,8021.724
2018-01-05 16:00:00,8080.034
2018-01-05 16:30:00,8454.926
2018-01-05 17:00:00,9083.904
2018-01-05 17:30:00,10291.880000000001
2018-01-05 18:00:00,10412.672
2018-01-05 18:30:00,9998.216
2018-01-05 19:00:00,9394.228
2018-01-05 19:30:00,8921.448
2018-01-05 20:00:00,8554.9
2018-01-05 20:30:00,8332.047999999999
2018-01-05 21:00:00,7948.826
2018-01-05 21:30:00,7632.258
2018-01-05 22:00:00,8165.42
2018-01-05 22:30:00,8436.18
2018-01-05 23:00:00,8723.599999999999
2018-01-05 23:30:00,8432.008000000002
2018-01-06 00:00:00,8234.16
2018-01-06 00:30:00,7626.0
2018-01-06 01:00:00,7278.198
2018-01-06 01:30:00,6549.246
2018-01-06 02:00:00,5970.248
2018-01-06 02:30:00,5559.95
2018-01-06 03:00:00,5220.464
2018-01-06 03:30:00,5028.86
2018-01-06 04:00:00,4814.338
2018-01-06 04:30:00,4739.368
2018-01-06 05:00:00,4899.738
2018-01-06 05:30:00,5041.362
2018-01-06 06:00:00,5270.458
2018-01-06 06:30:00,5287.118
2018-01-06 07:00:00,5791.132
2018-01-06 07:30:00,6526.3279999999995
2018-01-06 08:00:00,7232.376
2018-01-06 08:30:00,7882.1720000000005
2018-01-06 09:00:00,8586.134
2018-01-06 09:30:00,8917.29
2018-01-06 10:00:00,8973.514
2018-01-06 10:30:00,8838.148000000001
2018-01-06 11:00:00,8721.514
2018-01-06 11:30:00,8527.824
2018-01-06 12:00:00,8315.387999999999
2018-01-06 12:30:00,7934.252
2018-01-06 13:00:00,7690.568
2018-01-06 13:30:00,7428.152
2018-01-06 14:00:00,7290.686
2018-01-06 14:30:00,7240.706
2018-01-06 15:00:00,7255.280000000001
2018-01-06 15:30:00,7365.67
2018-01-06 16:00:00,7369.8279999999995
2018-01-06 16:30:00,7692.654
2018-01-06 17:00:00,8354.952000000001
2018-01-06 17:30:00,9427.548
2018-01-06 18:00:00,9654.572
2018-01-06 18:30:00,9362.993999999999
2018-01-06 19:00:00,9133.884
2018-01-06 19:30:00,8854.808
2018-01-06 20:00:00,8602.794
2018-01-06 20:30:00,8354.952000000001
2018-01-06 21:00:00,7927.994000000001
2018-01-06 21:30:00,7534.37
2018-01-06 22:00:00,8023.796
2018-01-06 22:30:00,8184.166
2018-01-06 23:00:00,8429.936
2018-01-06 23:30:00,8111.282
2018-01-07 00:00:00,7957.156000000001
2018-01-07 00:30:00,7467.716
2018-01-07 01:00:00,7274.026
2018-01-07 01:30:00,6601.312
2018-01-07 02:00:00,6168.110000000001
2018-01-07 02:30:00,5789.046
2018-01-07 03:00:00,5570.366
2018-01-07 03:30:00,5418.326
2018-01-07 04:00:00,5432.9
2018-01-07 04:30:00,5547.4619999999995
2018-01-07 05:00:00,6003.567999999999
2018-01-07 05:30:00,6628.388
2018-01-07 06:00:00,7913.42
2018-01-07 06:30:00,9146.386
2018-01-07 07:00:00,9256.761999999999
2018-01-07 07:30:00,10102.348
2018-01-07 08:00:00,10514.732
2018-01-07 08:30:00,10575.128
2018-01-07 09:00:00,11172.872
2018-01-07 09:30:00,11416.542000000001
2018-01-07 10:00:00,11266.588
2018-01-07 10:30:00,10985.426
2018-01-07 11:00:00,10931.274000000001
2018-01-07 11:30:00,10897.954
2018-01-07 12:00:00,10839.630000000001
2018-01-07 12:30:00,10668.844000000001
2018-01-07 13:00:00,10700.092
2018-01-07 13:30:00,10698.006000000001
2018-01-07 14:00:00,10625.108
2018-01-07 14:30:00,10548.052
2018-01-07 15:00:00,10398.098
2018-01-07 15:30:00,10620.95
2018-01-07 16:00:00,10850.045999999998
2018-01-07 16:30:00,11522.76
2018-01-07 17:00:00,12282.946
2018-01-07 17:30:00,13122.287999999999
2018-01-07 18:00:00,12814.05
2018-01-07 18:30:00,12362.088
2018-01-07 19:00:00,11816.424
2018-01-07 19:30:00,11364.475999999999
2018-01-07 20:00:00,10958.35
2018-01-07 20:30:00,10606.362000000001
2018-01-07 21:00:00,9991.972
2018-01-07 21:30:00,9313.0
2018-01-07 22:00:00,9950.308
2018-01-07 22:30:00,10283.55
2018-01-07 23:00:00,10558.468
2018-01-07 23:30:00,10493.9
2018-01-08 00:00:00,10435.59
2018-01-08 00:30:00,10143.998
2018-01-08 01:00:00,9733.714
2018-01-08 01:30:00,8779.824
2018-01-08 02:00:00,7909.248
2018-01-08 02:30:00,7313.604
2018-01-08 03:00:00,6711.688
2018-01-08 03:30:00,6343.054
2018-01-08 04:00:00,6205.588
2018-01-08 04:30:00,6213.918
2018-01-08 05:00:00,6605.469999999999
2018-01-08 05:30:00,7263.61
2018-01-08 06:00:00,8534.068
2018-01-08 06:30:00,10112.764
2018-01-08 07:00:00,10260.632
2018-01-08 07:30:00,11081.228
2018-01-08 08:00:00,11395.71
2018-01-08 08:30:00,11331.155999999999
2018-01-08 09:00:00,11822.668
2018-01-08 09:30:00,12012.2
2018-01-08 10:00:00,11751.856
2018-01-08 10:30:00,11470.694
2018-01-08 11:00:00,11231.182
2018-01-08 11:30:00,11129.122
2018-01-08 12:00:00,10960.421999999999
2018-01-08 12:30:00,10997.914
2018-01-08 13:00:00,11029.162
2018-01-08 13:30:00,10879.207999999999
2018-01-08 14:00:00,10716.752
2018-01-08 14:30:00,10645.94
2018-01-08 15:00:00,10552.21
2018-01-08 15:30:00,10787.563999999998
2018-01-08 16:00:00,10985.426
2018-01-08 16:30:00,11570.668
2018-01-08 17:00:00,12570.366
2018-01-08 17:30:00,13501.338
2018-01-08 18:00:00,13322.222000000002
2018-01-08 18:30:00,12893.192000000001
2018-01-08 19:00:00,12193.388
2018-01-08 19:30:00,11868.489999999998
2018-01-08 20:00:00,11501.928
2018-01-08 20:30:00,11112.462
2018-01-08 21:00:00,10483.484
2018-01-08 21:30:00,9908.658
2018-01-08 22:00:00,10425.173999999999
2018-01-08 22:30:00,10581.372
2018-01-08 23:00:00,10837.544
2018-01-08 23:30:00,10729.254
2018-01-09 00:00:00,10808.396
2018-01-09 00:30:00,10431.418
2018-01-09 01:00:00,10039.866
2018-01-09 01:30:00,9090.148000000001
2018-01-09 02:00:00,8354.952000000001
2018-01-09 02:30:00,7619.755999999999
2018-01-09 03:00:00,7040.758
2018-01-09 03:30:00,6617.972
2018-01-09 04:00:00,6453.43
2018-01-09 04:30:00,6426.368
2018-01-09 05:00:00,6832.494000000001
2018-01-09 05:30:00,7409.406
2018-01-09 06:00:00,8833.975999999999
2018-01-09 06:30:00,10321.042
2018-01-09 07:00:00,10458.493999999999
2018-01-09 07:30:00,11358.232
2018-01-09 08:00:00,11618.562
2018-01-09 08:30:00,11466.522
2018-01-09 09:00:00,11891.408
2018-01-09 09:30:00,11951.804
